Results for P=100, my=30

Generation	Max		Min		Mean
1		39482.49	34184.402	36489.62
2		37851.605	33166.785	35883.277
3		38328.66	31471.7	35441.14
4		37999.69	31471.7	34986.59
5		36935.195	31471.7	34711.35
6		36797.223	31296.664	34481.777
7		36455.77	31296.664	34242.31
8		37450.566	30855.234	34262.207
9		36778.234	30855.234	34092.43
10		36929.79	30855.234	34000.016
11		37266.86	30691.604	33903.82
12		37285.87	30691.604	33859.79
13		36430.055	30691.604	33712.574
14		36526.0	30691.604	33563.72
15		37294.383	30691.604	33557.07
16		36231.777	30691.604	33357.48
17		36042.305	30691.604	33323.74
18		37026.703	29474.184	33394.113
