Results for P=50, my=30

Generation	Max		Min		Mean
1		39362.79	33133.61	36324.27
2		39362.79	33133.61	37416.535
3		39554.176	33133.61	37851.715
4		39554.176	31720.01	37728.58
5		39554.176	31720.01	37962.895
6		39554.176	31720.01	38047.71
7		39554.176	31720.01	38258.105
8		39554.176	31720.01	38356.746
9		40225.41	31720.01	38547.24
10		40225.41	31720.01	38672.504
11		40225.41	31720.01	38625.8
12		40225.41	31720.01	38756.46
13		40379.383	31720.01	39173.395
14		40379.383	31720.01	39112.14
15		40761.44	31720.01	39297.56
16		40766.76	31720.01	39167.64
17		40766.76	31720.01	39214.74
18		40768.26	31720.01	39334.785
19		40768.26	31720.01	39287.62
20		41646.023	31720.01	39578.867
21		41646.023	31720.01	39962.473
22		41646.023	31720.01	39734.53
23		41646.023	31720.01	40104.62
24		41682.9	31720.01	40426.496
25		42286.19	31720.01	40381.406
26		42490.99	31720.01	40468.67
27		42490.99	31720.01	40364.75
28		43766.723	31720.01	40558.727
29		43766.723	31720.01	40664.59
30		43863.094	31720.01	40675.676
31		43863.094	31720.01	40859.37
32		43863.094	31720.01	41069.71
33		43863.094	31720.01	41317.7
34		44699.715	31720.01	41590.375
35		44699.715	31720.01	42067.895
36		44699.715	31720.01	41882.85
37		44699.715	31720.01	41854.227
38		44699.715	31720.01	42353.87
39		44699.715	31720.01	42302.27
40		46705.062	31720.01	42469.27
41		46705.062	31720.01	42805.18
42		46705.062	31720.01	43226.43
43		46705.062	31720.01	43158.08
44		46705.062	31720.01	43412.12
45		46795.12	31720.01	43714.51
46		46795.12	31720.01	43651.4
47		46795.12	31720.01	44053.625
48		47195.176	31720.01	44177.125
49		47580.86	31720.01	44623.426
50		47580.86	31720.01	44656.42
